id_fuente,fila_extraida,id_operador,periodo,id_producto,canal,volumen_original_m3,unidad_original,cantidad_venta,unidad_venta,precio_promedio_con_impuestos_ars,precio_surtidor_ars,origen
F257908,257908,O007,2025-12-01,P006,Al público,32.23,m3,32230.00,L,1892.00,1892.00,real_con_conversion
F257909,257909,O007,2025-12-01,P007,Al público,252.17,m3,252170.00,L,1722.00,1722.00,real_con_conversion
F258484,258484,O011,2025-12-01,P002,Al público,252.89,m3,252890.00,L,1747.54,1753.00,real_con_conversion
F258485,258485,O011,2025-12-01,P007,Al público,274.01,m3,274010.00,L,1644.89,1635.00,real_con_conversion
F258486,258486,O011,2025-12-01,P003,Al público,262.89,m3,262890.00,L,1857.67,1860.00,real_con_conversion
F258488,258488,O011,2025-12-01,P006,Al público,160.38,m3,160380.00,L,1855.85,1834.00,real_con_conversion
F258489,258489,O011,2025-12-01,P001,Al público,94940.60,m3,94940.60,m3,699.00,699.00,real_con_conversion
F259745,259745,O012,2025-12-01,P003,Al público,268.33,m3,268330.00,L,1875.21,1879.00,real_con_conversion
F259747,259747,O012,2025-12-01,P007,Al público,307.49,m3,307490.00,L,1717.49,1698.00,real_con_conversion
F259749,259749,O012,2025-12-01,P002,Al público,645.72,m3,645720.00,L,1763.15,1800.00,real_con_conversion
F259751,259751,O012,2025-12-01,P001,Al público,157238.00,m3,157238.00,m3,680.72,685.00,real_con_conversion
F259752,259752,O012,2025-12-01,P006,Al público,132.26,m3,132260.00,L,1928.48,1908.00,real_con_conversion
F259821,259821,O005,2025-12-01,P002,Al público,74.83,m3,74830.00,L,1746.00,1746.00,real_con_conversion
F259822,259822,O005,2025-12-01,P007,Al público,207.17,m3,207170.00,L,1683.00,1683.00,real_con_conversion
F259823,259823,O005,2025-12-01,P003,Al público,72.48,m3,72480.00,L,1915.00,1915.00,real_con_conversion
F259824,259824,O005,2025-12-01,P006,Al público,54.97,m3,54970.00,L,1890.00,1890.00,real_con_conversion
