_fila_extraida,Nro Inscripción,Período,Operador,Bandera,Fecha de baja,CUIT,Tipo Negocio,Dirección,Localidad,Provincia,Producto,Canal de Comercialización,Precio sin impuestos,Precio con impuestos,Volumen,Precio surtidor,NO Movimientos,Excentos,Impuesto Combustible Líquidos,Impuesto Dióxido Carbono,Tasa Vial,tasa Municipal,Ingresos Brutos,Iva,Fondo fiduciario GNC
20458,1907,2025/01,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Gas Oil Grado 2,Al público,910.17,1246.00,76.75,1246.00,NO,0,129.89,14.80,0,0,0,191.14,0
20459,1907,2025/01,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Gas Oil Grado 3,Al público,1119.57,1495.00,73.70,1495.00,NO,0,125.96,14.36,0,0,0,235.11,0
20460,1907,2025/01,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1052.11,1464.00,48.79,1464.00,NO,0,179.93,11.02,0,0,0,220.94,0
20461,1907,2025/01,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,837.23,1204.00,187.75,1204.00,NO,0,179.93,11.02,0,0,0,175.82,0
22125,723,2025/02,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,GNC,Al público,368.15,484.90,71508.00,484.90,NO,0,0,0,4.78,0,0,77.31,9.28
22126,723,2025/02,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Gas Oil Grado 3,Al público,1128.87,1440.92,30.61,1441.00,NO,0,236.73,27.00,14.66,0,0,237.06,0
22127,723,2025/02,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1151.28,1474.94,64.97,1475.00,NO,0,214.15,13.12,14.95,0,0,241.76,0
22128,723,2025/02,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Nafta (común) hasta 92 Ron,Al público,934.03,1204.98,167.96,1205.00,NO,0,214.15,13.12,12.13,0,0,196.14,0
22129,723,2025/02,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Gas Oil Grado 2,Al público,932.31,1191.00,54.45,1191.00,NO,0,147.98,16.87,12.11,0,0,195.78,0
24702,9641,2025/02,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1178.00,1568.00,9.00,1569.00,NO,0,147.98,16.87,0,0,0,222.81,0
24703,9641,2025/02,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Gas Oil Grado 2,Al público,1031.00,1348.00,39.00,1349.00,NO,0,214.15,13.12,0,0,0,266.70,0
24704,9641,2025/02,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Nafta (común) hasta 92 Ron,Al público,959.66,1278.00,21.00,1279.00,NO,0,214.15,13.12,0,0,0,211.47,0
24705,9641,2025/02,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Gas Oil Grado 3,Al público,1275.00,1628.00,26.00,1629.00,NO,0,147.00,16.87,0,0,0,275.52,0
24957,104,2025/02,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Gas Oil Grado 2,Al público,974.00,1341.00,18.39,1341.00,NO,0,141.81,16.16,0,0,19.00,166.28,0
24958,104,2025/02,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Gas Oil Grado 3,Al público,1194.04,1599.00,59.34,1599.00,NO,0,141.93,16.18,0,0,21.91,196.83,0
24959,104,2025/02,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1133.91,1567.00,84.28,1567.00,NO,0,188.45,11.54,0,0,21.62,185.04,0
24960,104,2025/02,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,897.51,1289.00,187.55,1289.00,NO,0,188.45,11.54,0,0,18.42,151.44,0
26584,683,2025/02,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Gas Oil Grado 2,Al público,975.55,1341.00,10.51,1341.00,NO,0,145.02,16.53,0,0,0,168.52,0
26585,683,2025/02,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Gas Oil Grado 3,Al público,1188.78,1599.00,15.98,1599.00,NO,0,145.02,16.53,0,0,0,199.63,0
26586,683,2025/02,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1129.75,1567.00,32.98,1567.00,NO,0,188.45,11.54,0,0,0,188.39,0
26587,683,2025/02,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,900.00,1289.00,119.28,1289.00,NO,0,188.45,11.54,0,0,0,154.21,0
27099,475,2025/02,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,GNC,Al público,464.94,562.57,94624.00,562.57,NO,0,0,0,0,0,0,97.64,0
27100,475,2025/02,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1083.70,1457.00,30.05,1457.00,NO,0,15.28,94,20,0,0,227.58,0
27101,475,2025/02,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Gas Oil Grado 3,Al público,1093.02,1425.00,57.72,1425.00,NO,0,9.42,1.07,20,0,0,229.53,0
27102,475,2025/02,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,863.08,1190.00,201.40,1190.00,NO,0,15.28,94,15,0,0,326.92,0
27103,475,2025/02,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Gas Oil Grado 2,Al público,883.57,1175.15,30.80,1175.15,NO,0,9.42,1.07,15,0,0,185.55,0
27774,2298,2025/02,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Kerosene,Al público,804.36,1237.00,1.82,1237.00,NO,0,236.73,27.00,0,0,0,168.92,0
27775,2298,2025/02,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1071.07,1496.00,69.29,1496.00,NO,0,188.45,11.54,0,0,0,224.92,0
27776,2298,2025/02,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,865.29,1247.00,293.90,1247.00,NO,0,188.45,11.54,0,0,0,181.71,0
27777,2298,2025/02,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Gas Oil Grado 3,Al público,1094.74,1473.00,110.42,1473.00,NO,0,133.19,15.18,0,0,0,229.90,0
27778,2298,2025/02,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Gas Oil Grado 2,Al público,916.86,1261.90,110.38,1262.00,NO,0,136.00,15.60,0,0,0,192.54,0
27779,2298,2025/02,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,GNC,Al público,696.20,842.40,124890.00,849.00,NO,0,0,0,0,0,0,146.20,0
28036,3978,2025/02,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Gas Oil Grado 2,Al público,925.14,1271.91,39.50,1271.00,NO,0,136.89,15.60,0,0,0,194.29,0
28037,3978,2025/02,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1062.76,1485.94,9.64,1497.00,NO,0,188.45,11.54,0,0,0,223.18,0
28038,3978,2025/02,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Gas Oil Grado 3,Al público,1147.76,1541.28,13.28,1545.00,NO,0,136.89,15.60,0,0,0,241.03,0
28039,3978,2025/02,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,873.97,1257.50,55.58,1258.00,NO,0,188.45,11.54,0,0,0,183.53,0
29823,1036,2025/02,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,GNC,Al público,526.06,655.69,76233.80,659.00,NO,0,0,0,8.42,0,0,4556.48,10.75
29824,1036,2025/02,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,849.14,1241.02,295.35,1266.00,NO,0,188.45,11.52,13.59,0,0,178.32,0
29825,1036,2025/02,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1054.64,1492.96,158.75,1523.00,NO,0,188.46,11.51,16.87,0,0,221.48,0
29826,1036,2025/02,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 3,Al público,1084.03,1479.01,97.36,1508.00,NO,1,134.67,15.31,17.34,0,0,227.65,0
29827,1036,2025/02,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 2,Al público,893.69,1250.92,55.91,1276.00,NO,0,139.42,15.84,14.30,0,0,187.67,0
29828,1036,2025/02,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 3,Transporte de cargas,1083.67,1479.00,24,0,NO,1,135.03,15.39,17.34,0,0,227.57,0
29829,1036,2025/02,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 2,Transporte de cargas,893.31,1251.00,87,0,NO,0,139.86,15.94,14.29,0,0,187.60,0
29830,1036,2025/02,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Transporte de cargas,849.14,1241.00,56,0,NO,0,188.45,11.50,13.59,0,0,178.32,0
29831,1036,2025/02,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Kerosene,Al público,939.07,1400.00,2.58,1400.00,NO,0,236.73,11.97,15.03,0,0,197.20,0
33962,719,2025/02,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1045.20,1500.15,38.65,1529.00,NO,0,219.51,13.45,31.36,9.51,44.74,219.49,0
33963,719,2025/02,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Kerosene,Al público,764.24,1203.01,89,1226.00,NO,0,253.00,29.16,19.11,9.51,36.62,160.49,0
33964,719,2025/02,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,GNC,Al público,394.34,494.90,72631.00,494.90,NO,0,0,0,17.75,9.51,13.80,82.81,9.20
33965,719,2025/02,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Gas Oil Grado 2,Al público,855.44,1201.06,36.71,1226.00,NO,0,152.19,17.35,21.39,9.51,35.87,179.64,0
33966,719,2025/02,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,817.85,1219.05,149.39,1243.00,NO,0,219.51,13.45,20.45,9.51,36.78,171.75,0
33967,719,2025/02,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Gas Oil Grado 3,Al público,1065.97,1456.96,24.53,1486.00,NO,0,152.19,17.35,26.65,9.51,43.24,223.85,0
35055,8252,2025/02,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,865.85,1246.97,131.54,1247.00,NO,0,188.45,11.54,0,0,0,21,0
35056,8252,2025/02,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,GNC,Al público,544.06,699.00,43360.00,699.00,NO,0,0,0,0,0,0,21,0
35061,8252,2025/02,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Kerosene,Al público,831.94,1271.80,2.51,1262.00,NO,0,236.73,26.99,0,0,0,21,0
35062,8252,2025/02,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1074.76,1499.69,46.45,1496.00,NO,0,188.45,11.54,0,0,0,21,0
35063,8252,2025/02,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Gas Oil Grado 2,Al público,928.12,1275.30,163.61,1262.00,NO,0,136.89,15.60,0,0,0,21,0
35064,8252,2025/02,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Gas Oil Grado 3,Al público,1098.07,1476.60,105.66,1473.00,NO,0,133.19,15.18,0,0,0,21,0
37940,10979,2025/02,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1077.69,1504.00,13.57,1504.00,NO,0,188.45,11.54,0,7.54,26.94,226.31,0
37941,10979,2025/02,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Nafta (común) hasta 92 Ron,Al público,868.60,1251.00,131.54,1251.00,NO,0,188.45,11.54,0,6.08,21.72,182.40,0
37942,10979,2025/02,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Gas Oil Grado 2,Al público,915.54,1271.00,162.54,1271.00,NO,0,146.50,16.70,0,6.41,22.89,192.26,0
37943,10979,2025/02,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Gas Oil Grado 3,Al público,1129.05,1531.00,34.07,1531.00,NO,0,147.98,16.87,0,7.90,28.23,237.10,0
39003,7672,2025/02,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Gas Oil Grado 3,Al público,1138.82,1528.00,19.96,1528.00,NO,0,133.78,15.25,0,0,0,239.33,0
39004,7672,2025/02,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Gas Oil Grado 2,Al público,941.41,1294.85,78.65,1295.00,NO,0,140.14,15.97,0,0,0,197.66,0
39005,7672,2025/02,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1065.85,1489.67,13.18,1493.00,NO,0,188.45,11.54,0,0,0,224.41,0
39006,7672,2025/02,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,859.38,1239.85,60.20,1241.00,NO,0,188.45,11.54,0,0,0,180.67,0
39229,189,2025/02,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Nafta (súper) entre 92 y 95 Ron,Al público,868.30,1250.64,187.66,1251.00,NO,0,188.45,11.54,0,0,0,182.41,0
39230,189,2025/02,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1129.38,1566.55,21.11,1567.00,NO,0,188.45,11.54,0,0,0,237.25,0
39232,189,2025/02,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Gas Oil Grado 2,Al público,1003.55,1365.80,36.86,1366.00,NO,0,136.00,15.50,0,0,0,210.71,0
39233,189,2025/02,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Gas Oil Grado 3,Al público,1221.64,1629.69,24.16,1630.00,NO,0,136.00,15.50,0,0,0,256.49,0
40239,4653,2025/02,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Gas Oil Grado 2,Al público,966.78,1341.00,49.38,1341.00,NO,0,147.98,16.86,0,0,0,209.38,0
40240,4653,2025/02,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Gas Oil Grado 3,Al público,1180.01,1599.00,3.23,1599.00,NO,0,147.98,16.86,0,0,0,254.15,0
40241,4653,2025/02,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1098.89,1567.00,5.26,1567.00,NO,0,214.15,13.11,0,0,0,240.85,0
40246,4653,2025/02,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,869.14,1289.00,35.10,1289.00,NO,0,214.15,13.11,0,0,0,192.60,0
40343,2951,2025/02,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Gas Oil Grado 3,Al público,886.56,1531.00,62.49,1531.00,NO,0,366.94,41.84,0,0,0,235.67,0
40344,2951,2025/02,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,729.10,1494.00,19.75,1494.00,NO,0,538.12,32.97,0,0,0,193.81,0
40345,2951,2025/02,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,519.75,1229.00,205.60,1229.00,NO,0,538.12,32.97,0,0,0,138.16,0
40346,2951,2025/02,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Gas Oil Grado 2,Al público,677.84,1271.00,104.43,1271.00,NO,0,370.71,42.27,0,0,0,180.19,0
40929,563,2025/02,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,GNC,Al público,577.69,699.00,92220.20,699.00,NO,0,0,0,0,0,0,121.31,10.49
40932,563,2025/02,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1100.43,1477.04,143.04,1489.00,NO,0,137.12,8.40,0,0,0,231.09,0
40935,563,2025/02,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,904.92,1240.48,254.69,1241.00,NO,0,137.12,8.40,0,0,0,190.03,0
40937,563,2025/02,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Gas Oil Grado 2,Al público,955.96,1261.91,250.65,1262.00,NO,0,94.43,10.76,0,0,0,200.75,0
40938,563,2025/02,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Gas Oil Grado 3,Al público,1131.69,1471.70,229.51,1473.00,NO,0,91.88,10.47,0,0,0,237.65,0
42187,6644,2025/02,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,850.70,1229.34,258.08,1229.00,NO,0,188.45,11.54,0,0,0,178.65,0
