fila_extraida,operador,periodo,producto,volumen_original,precio_original,motivo
232357,OPERADORA COMERCIAL SA,2025/11,Gas Oil Grado 2,47226.00,1828.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
232359,OPERADORA COMERCIAL SA,2025/11,Gas Oil Grado 3,13871.00,2004.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
232360,OPERADORA COMERCIAL SA,2025/11,Nafta (súper) entre 92 y 95 Ron,93518.00,1659.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
232361,OPERADORA COMERCIAL SA,2025/11,Nafta (premium) de más de 95 Ron,13979.00,1956.50,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
254107,OPERADORA COMERCIAL SA,2025/12,Gas Oil Grado 2,40352.00,1889.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
254108,OPERADORA COMERCIAL SA,2025/12,Gas Oil Grado 3,14812.00,2064.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
254112,OPERADORA COMERCIAL SA,2025/12,Nafta (súper) entre 92 y 95 Ron,113938.00,1720.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
254113,OPERADORA COMERCIAL SA,2025/12,Nafta (premium) de más de 95 Ron,13819.00,2024.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
256308,PETROVALLE S.A.,2025/12,Nafta (súper) entre 92 y 95 Ron,32853.00,1693.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
104263,PETROVALLE S.A.,2025/05,Gas Oil Grado 3,9284.00,1472.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
174522,AFLOVAC S.A.,2025/09,Gas Oil Grado 2,25297.00,1569.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
174523,AFLOVAC S.A.,2025/09,Gas Oil Grado 3,19199.00,1780.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
174524,AFLOVAC S.A.,2025/09,Nafta (súper) entre 92 y 95 Ron,41017.00,1528.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
196331,AFLOVAC S.A.,2025/10,Gas Oil Grado 2,34744.00,1615.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
196333,AFLOVAC S.A.,2025/10,Nafta (súper) entre 92 y 95 Ron,45028.00,1581.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
196334,AFLOVAC S.A.,2025/10,Gas Oil Grado 3,20452.00,1847.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
218061,AFLOVAC S.A.,2025/11,Gas Oil Grado 3,19725.00,1963.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
218062,AFLOVAC S.A.,2025/11,Gas Oil Grado 2,47897.00,1790.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
218063,AFLOVAC S.A.,2025/11,Nafta (súper) entre 92 y 95 Ron,40322.00,1759.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
239771,AFLOVAC S.A.,2025/12,Nafta (súper) entre 92 y 95 Ron,48945.00,1753.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
239772,AFLOVAC S.A.,2025/12,Gas Oil Grado 2,36749.00,1835.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
239773,AFLOVAC S.A.,2025/12,Gas Oil Grado 3,18434.00,2015.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91347,COMBUSTIBLES ASOCIADOS S.A.,2025/05,Nafta (premium) de más de 95 Ron,32988.90,1571.31,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91348,COMBUSTIBLES ASOCIADOS S.A.,2025/05,Gas Oil Grado 3,104142.00,1593.82,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91349,COMBUSTIBLES ASOCIADOS S.A.,2025/05,Nafta (súper) entre 92 y 95 Ron,134798.00,1324.35,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
91350,COMBUSTIBLES ASOCIADOS S.A.,2025/05,Gas Oil Grado 2,59198.40,1372.76,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69648,COMBUSTIBLES DE LA FRONTERA S.A.,2025/04,Nafta (premium) de más de 95 Ron,5700.00,1623.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69649,COMBUSTIBLES DE LA FRONTERA S.A.,2025/04,Gas Oil Grado 3,18600.00,1593.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69650,COMBUSTIBLES DE LA FRONTERA S.A.,2025/04,Gas Oil Grado 2,14000.00,1399.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
69651,COMBUSTIBLES DE LA FRONTERA S.A.,2025/04,Nafta (súper) entre 92 y 95 Ron,29000.00,1297.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
135622,CONVAC SA,2025/07,Gas Oil Grado 2,332575.00,1418.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
135623,CONVAC SA,2025/07,Nafta (premium) de más de 95 Ron,75282.00,1660.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
135624,CONVAC SA,2025/07,Gas Oil Grado 3,230478.00,1689.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
135625,CONVAC SA,2025/07,Nafta (súper) entre 92 y 95 Ron,270044.00,1408.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
6494,EE SS VIRGEN DE ITATI,2025/01,Gas Oil Grado 2,390688.00,1165.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
6495,EE SS VIRGEN DE ITATI,2025/01,Nafta (súper) entre 92 y 95 Ron,197437.00,1240.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
6496,EE SS VIRGEN DE ITATI,2025/01,Gas Oil Grado 3,113404.00,1552.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
6497,EE SS VIRGEN DE ITATI,2025/01,Nafta (premium) de más de 95 Ron,70089.00,1500.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
6876,ELTRIANGULOBELLAVISTENSE,2025/01,Gas Oil Grado 2,116966.00,1235.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
246497,EL YACARE S.R.L.,2025/12,Nafta (súper) entre 92 y 95 Ron,21930.00,1718.45,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
246498,EL YACARE S.R.L.,2025/12,Gas Oil Grado 2,32070.00,1714.63,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
246499,EL YACARE S.R.L.,2025/12,Gas Oil Grado 3,11470.00,1917.01,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
204710,FRANCISCO HIPOLITO GORTARI,2025/10,Nafta (súper) entre 92 y 95 Ron,55258.00,1616.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
30621,FULL PETROL SA,2025/02,Gas Oil Grado 2,15367.00,1366.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
30623,FULL PETROL SA,2025/02,Gas Oil Grado 3,24305.00,1585.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
30624,FULL PETROL SA,2025/02,Nafta (súper) entre 92 y 95 Ron,119791.00,1260.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
30626,FULL PETROL SA,2025/02,Nafta (premium) de más de 95 Ron,13997.00,1539.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
52430,FULL PETROL SA,2025/03,Gas Oil Grado 2,77815.00,1397.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
52431,FULL PETROL SA,2025/03,Nafta (súper) entre 92 y 95 Ron,118500.00,1252.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
52433,FULL PETROL SA,2025/03,Gas Oil Grado 3,22733.00,1586.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
52435,FULL PETROL SA,2025/03,Nafta (premium) de más de 95 Ron,10780.00,1533.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
74260,FULL PETROL SA,2025/04,Gas Oil Grado 2,68086.00,1421.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
74263,FULL PETROL SA,2025/04,Nafta (común) hasta 92 Ron,110846.00,1274.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
74264,FULL PETROL SA,2025/04,Gas Oil Grado 3,22020.00,1595.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
74265,FULL PETROL SA,2025/04,Nafta (premium) de más de 95 Ron,11799.00,1555.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
14043,ÑANDU S.R.L.,2025/01,Gas Oil Grado 3,76498.00,1561.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
14046,ÑANDU S.R.L.,2025/01,Gas Oil Grado 2,74486.00,1305.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
18890,SALADAS COMBUSTIBLES S.R.L.,2025/01,Nafta (súper) entre 92 y 95 Ron,256061.00,1204.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
18891,SALADAS COMBUSTIBLES S.R.L.,2025/01,Gas Oil Grado 2,112605.00,1246.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
18892,SALADAS COMBUSTIBLES S.R.L.,2025/01,Nafta (premium) de más de 95 Ron,34010.00,1464.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
18893,SALADAS COMBUSTIBLES S.R.L.,2025/01,Gas Oil Grado 3,49991.00,1495.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
40681,SALADAS COMBUSTIBLES S.R.L.,2025/02,Nafta (súper) entre 92 y 95 Ron,22750.00,1229.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
40682,SALADAS COMBUSTIBLES S.R.L.,2025/02,Gas Oil Grado 3,49552.00,1531.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
40683,SALADAS COMBUSTIBLES S.R.L.,2025/02,Nafta (premium) de más de 95 Ron,31395.00,1494.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
40684,SALADAS COMBUSTIBLES S.R.L.,2025/02,Gas Oil Grado 2,110135.00,1271.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
62532,SALADAS COMBUSTIBLES S.R.L.,2025/03,Gas Oil Grado 3,52719.00,1566.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
62533,SALADAS COMBUSTIBLES S.R.L.,2025/03,Nafta (premium) de más de 95 Ron,35812.00,1523.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
62534,SALADAS COMBUSTIBLES S.R.L.,2025/03,Nafta (súper) entre 92 y 95 Ron,258187.00,1252.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
62535,SALADAS COMBUSTIBLES S.R.L.,2025/03,Gas Oil Grado 2,120414.00,1300.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
84319,SALADAS COMBUSTIBLES S.R.L.,2025/04,Gas Oil Grado 3,52391.00,1593.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
84320,SALADAS COMBUSTIBLES S.R.L.,2025/04,Nafta (súper) entre 92 y 95 Ron,223163.00,1274.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
84321,SALADAS COMBUSTIBLES S.R.L.,2025/04,Nafta (premium) de más de 95 Ron,34284.00,1550.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
84322,SALADAS COMBUSTIBLES S.R.L.,2025/04,Gas Oil Grado 2,115711.00,1323.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
236558,SALADAS COMBUSTIBLES S.R.L.,2025/11,Nafta (premium) de más de 95 Ron,35000.00,1867.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
236559,SALADAS COMBUSTIBLES S.R.L.,2025/11,Gas Oil Grado 3,55602.00,1874.50,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
238502,TOLEDO  ORLANDO MANUEL,2025/11,Gas Oil Grado 2,6800.00,1754.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
218565,ALFREDO BRUGNOLI E HIJOS S.C.C,2025/11,Gas Oil Grado 2,147189.00,1645.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
218566,ALFREDO BRUGNOLI E HIJOS S.C.C,2025/11,Nafta (premium) de más de 95 Ron,15490.00,1825.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
218567,ALFREDO BRUGNOLI E HIJOS S.C.C,2025/11,Gas Oil Grado 3,76279.00,1840.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
218568,ALFREDO BRUGNOLI E HIJOS S.C.C,2025/11,Nafta (súper) entre 92 y 95 Ron,109721.00,1596.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
66650,ANGIONI NESTOR ORLANDO,2025/04,Gas Oil Grado 3,12919.00,1575.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
66652,ANGIONI NESTOR ORLANDO,2025/04,Nafta (súper) entre 92 y 95 Ron,8106.00,1269.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
66653,ANGIONI NESTOR ORLANDO,2025/04,Gas Oil Grado 2,30534.00,1349.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
88439,ANGIONI NESTOR ORLANDO,2025/05,Nafta (súper) entre 92 y 95 Ron,5288.00,1269.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
88440,ANGIONI NESTOR ORLANDO,2025/05,Gas Oil Grado 2,10598.00,1349.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
88441,ANGIONI NESTOR ORLANDO,2025/05,Gas Oil Grado 3,6983.00,1575.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
23992,AUTO STAR SRL,2025/02,Gas Oil Grado 3,48.02,1.53,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
23993,AUTO STAR SRL,2025/02,Nafta (súper) entre 92 y 95 Ron,290.60,1.23,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
23994,AUTO STAR SRL,2025/02,Nafta (premium) de más de 95 Ron,49.66,1.49,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
45802,AUTO STAR SRL,2025/03,Gas Oil Grado 3,56936.00,1560.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
45804,AUTO STAR SRL,2025/03,Nafta (premium) de más de 95 Ron,59237.00,1523.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
